,date,branch,order
67199,2023-04-17 23:12:12,Branch 5,"4S_Burger, 6S_Fries, 3S_Drink"
67200,2023-09-20 00:27:37,Branch 10,"2S_Burger, 5S_Fries, 2S_Drink"
67201,2023-02-03 13:35:55,Branch 9,"7S_Burger, 7S_Fries, 4S_Drink"
67202,2023-12-21 11:37:17,Branch 3,"6S_Fries, 4S_Drink"
67203,2023-02-08 19:12:58,Branch 8,"1S_Burger, 4S_Fries"
67204,2023-09-03 02:54:57,Branch 4,"3S_Burger, 2S_Fries"
67205,2023-01-13 02:12:19,Branch 2,"5S_Burger, 2S_Drink"
67206,2023-04-04 08:28:24,Branch 2,"1S_Burger, 6S_Fries, 4S_Drink"
67207,2023-04-17 15:01:45,Branch 6,"3S_Burger, 1S_Fries, 1S_Drink"
67208,2023-06-14 08:07:54,Branch 10,"3S_Burger, 7S_Fries"
67209,2023-04-19 21:33:59,Branch 8,"4S_Burger, 5S_Fries, 5S_Drink"
67210,2023-07-19 23:08:09,Branch 7,"7S_Burger, 4S_Fries, 1S_Drink"
67211,2023-01-27 05:29:45,Branch 6,"3S_Fries, 5S_Drink"
67212,2023-10-13 14:02:34,Branch 4,2S_Burger
67213,2023-02-04 13:53:44,Branch 10,"1S_Burger, 6S_Fries"
67214,2023-09-02 09:57:33,Branch 9,"3S_Burger, 6S_Fries"
67215,2023-12-25 14:49:28,Branch 8,"1S_Burger, 3S_Drink"
67216,2023-04-07 01:10:21,Branch 9,"6S_Burger, 6S_Fries, 7S_Drink"
67217,2023-04-27 02:58:09,Branch 2,"7S_Burger, 3S_Drink"
67218,2023-06-14 01:54:33,Branch 4,"3S_Burger, 4S_Fries, 1S_Drink"
67219,2023-01-08 02:37:33,Branch 2,"3S_Burger, 4S_Drink"
67220,2023-02-12 18:44:54,Branch 10,"1S_Burger, 2S_Fries, 4S_Drink"
67221,2023-07-14 01:52:38,Branch 8,"2S_Burger, 5S_Fries, 1S_Drink"
67222,2023-12-16 01:59:15,Branch 9,"6S_Burger, 5S_Fries, 3S_Drink"
67223,2023-11-14 10:05:42,Branch 1,"5S_Fries, 3S_Drink"
67224,2023-04-24 17:54:57,Branch 3,"1S_Burger, 6S_Fries, 5S_Drink"
67225,2023-02-26 23:23:45,Branch 6,"4S_Burger, 5S_Drink"
67226,2023-06-29 17:26:42,Branch 2,"5S_Burger, 2S_Fries, 6S_Drink"
67227,2023-01-15 02:40:11,Branch 6,"5S_Burger, 2S_Fries, 4S_Drink"
67228,2023-07-16 08:42:03,Branch 7,"5S_Fries, 7S_Drink"
67229,2023-09-08 14:24:50,Branch 5,"3S_Burger, 5S_Fries, 1S_Drink"
67230,2023-03-17 22:48:19,Branch 7,"1S_Burger, 7S_Drink"
67231,2023-03-07 17:31:24,Branch 6,"6S_Burger, 2S_Fries, 5S_Drink"
67232,2023-12-25 21:05:32,Branch 3,"5S_Burger, 1S_Fries, 4S_Drink"
67233,2023-12-15 01:49:06,Branch 7,1S_Fries
67234,2023-04-20 01:14:10,Branch 8,"5S_Burger, 6S_Fries"
67235,2023-06-01 16:09:44,Branch 4,"1S_Burger, 5S_Fries, 1S_Drink"
67236,2023-11-26 09:43:57,Branch 1,"7S_Burger, 6S_Fries, 6S_Drink"
67237,2023-09-14 06:21:22,Branch 3,"1S_Burger, 4S_Fries"
67238,2023-05-05 18:17:50,Branch 10,"2S_Burger, 6S_Fries, 4S_Drink"
67239,2023-10-06 17:17:46,Branch 4,"2S_Burger, 2S_Fries, 2S_Drink"
67240,2023-11-04 18:39:54,Branch 5,"2S_Burger, 4S_Fries, 3S_Drink"
67241,2023-06-26 13:26:05,Branch 5,"7S_Burger, 6S_Fries, 4S_Drink"
67242,2023-02-13 03:20:22,Branch 2,"7S_Burger, 6S_Fries, 1S_Drink"
67243,2023-10-13 22:20:06,Branch 2,"4S_Fries, 7S_Drink"
67244,2023-09-20 10:18:40,Branch 4,"5S_Burger, 4S_Fries, 6S_Drink"
67245,2023-12-06 11:12:48,Branch 1,"6S_Burger, 3S_Fries"
67246,2023-12-15 16:51:31,Branch 9,"1S_Burger, 5S_Fries, 3S_Drink"
67247,2023-08-28 22:29:05,Branch 6,"7S_Burger, 5S_Fries, 4S_Drink"
67248,2023-12-07 16:19:22,Branch 7,"2S_Burger, 2S_Fries, 3S_Drink"
67249,2023-09-01 22:48:02,Branch 4,"2S_Burger, 1S_Fries, 6S_Drink"
67250,2023-03-17 04:19:51,Branch 4,"7S_Fries, 7S_Drink"
67251,2023-04-20 21:35:15,Branch 2,"4S_Burger, 4S_Fries, 7S_Drink"
67252,2023-08-05 08:21:49,Branch 8,"3S_Burger, 4S_Fries, 2S_Drink"
67253,2023-09-10 03:59:59,Branch 8,"7S_Burger, 7S_Fries, 1S_Drink"
67254,2023-08-07 15:42:39,Branch 4,5S_Drink
67255,2023-02-14 14:12:06,Branch 6,"4S_Burger, 7S_Fries, 5S_Drink"
67256,2023-08-25 12:39:34,Branch 5,"7S_Burger, 3S_Fries, 4S_Drink"
67257,2023-08-24 12:16:30,Branch 3,"2S_Burger, 1S_Fries, 5S_Drink"
67258,2023-11-27 13:47:50,Branch 9,"1S_Burger, 5S_Fries, 6S_Drink"
67259,2023-10-20 10:41:58,Branch 5,"1S_Burger, 5S_Drink"
67260,2023-11-18 05:23:14,Branch 7,"5S_Burger, 3S_Fries"
67261,2023-05-05 08:01:01,Branch 5,"2S_Burger, 4S_Fries, 3S_Drink"
67262,2023-05-21 21:10:25,Branch 7,"1S_Burger, 2S_Fries, 6S_Drink"
67263,2023-02-09 01:40:12,Branch 10,"6S_Burger, 6S_Fries, 4S_Drink"
67264,2023-11-24 12:50:44,Branch 2,"4S_Burger, 6S_Fries, 4S_Drink"
67265,2023-08-06 12:19:57,Branch 2,"3S_Fries, 7S_Drink"
67266,2023-10-07 13:06:33,Branch 4,"5S_Burger, 4S_Fries, 5S_Drink"
67267,2023-04-09 19:41:02,Branch 9,"3S_Burger, 5S_Fries, 4S_Drink"
67268,2023-02-19 18:34:23,Branch 3,"4S_Burger, 3S_Fries, 4S_Drink"
67269,2023-12-27 16:29:26,Branch 4,"1S_Burger, 7S_Fries, 2S_Drink"
67270,2023-05-11 04:02:23,Branch 5,"2S_Burger, 6S_Fries, 1S_Drink"
67271,2023-01-10 15:58:43,Branch 1,"5S_Burger, 4S_Fries, 5S_Drink"
67272,2023-08-20 23:30:08,Branch 2,7S_Drink
67273,2023-07-08 07:04:10,Branch 2,"1S_Burger, 1S_Drink"
67274,2023-08-21 06:35:44,Branch 4,"6S_Burger, 3S_Fries, 4S_Drink"
67275,2023-09-04 15:14:56,Branch 10,"1S_Burger, 1S_Fries, 7S_Drink"
67276,2023-10-29 03:08:49,Branch 3,"2S_Burger, 6S_Fries"
67277,2023-06-11 18:39:50,Branch 10,"2S_Burger, 2S_Fries, 2S_Drink"
67278,2023-10-01 23:27:42,Branch 3,"3S_Burger, 5S_Fries, 5S_Drink"
67279,2023-10-22 23:23:54,Branch 5,7S_Fries
67280,2023-01-04 00:35:47,Branch 10,"1S_Burger, 7S_Drink"
67281,2023-10-22 23:03:00,Branch 10,"4S_Burger, 4S_Fries, 3S_Drink"
67282,2023-11-13 03:05:33,Branch 10,"2S_Burger, 2S_Fries, 7S_Drink"
67283,2023-11-26 13:30:23,Branch 9,"7S_Burger, 1S_Fries, 4S_Drink"
67284,2023-11-27 20:59:56,Branch 5,"2S_Burger, 7S_Fries, 5S_Drink"
67285,2023-06-12 22:50:19,Branch 10,"4S_Burger, 7S_Fries"
67286,2023-04-04 03:48:13,Branch 2,"2S_Burger, 3S_Fries, 5S_Drink"
67287,2023-10-13 15:55:44,Branch 2,"6S_Burger, 7S_Fries, 2S_Drink"
67288,2023-05-07 03:12:18,Branch 4,"1S_Burger, 6S_Fries"
67289,2023-09-14 23:56:51,Branch 5,"7S_Burger, 6S_Fries, 6S_Drink"
67290,2023-08-05 04:15:50,Branch 6,"7S_Burger, 2S_Fries, 7S_Drink"
67291,2023-08-26 02:40:08,Branch 3,"4S_Burger, 1S_Fries, 5S_Drink"
67292,2023-03-02 22:18:05,Branch 7,"2S_Burger, 3S_Drink"
67293,2023-01-18 20:35:57,Branch 10,"5S_Fries, 4S_Drink"
67294,2023-09-11 16:24:31,Branch 3,"5S_Burger, 6S_Fries, 5S_Drink"
67295,2023-08-18 09:22:59,Branch 7,"3S_Fries, 3S_Drink"
67296,2023-02-10 03:33:38,Branch 1,"3S_Fries, 4S_Drink"
67297,2023-04-17 17:48:32,Branch 2,"3S_Fries, 1S_Drink"
67298,2023-06-13 20:25:12,Branch 7,"2S_Burger, 6S_Fries, 5S_Drink"
67299,2023-06-30 09:27:56,Branch 5,"6S_Burger, 7S_Fries"
67300,2023-09-07 19:00:58,Branch 2,"1S_Burger, 6S_Fries, 7S_Drink"
67301,2023-08-14 18:19:16,Branch 4,"6S_Burger, 1S_Fries, 1S_Drink"
67302,2023-12-09 22:01:47,Branch 6,"2S_Burger, 4S_Fries, 5S_Drink"
67303,2023-12-31 07:44:03,Branch 6,"7S_Fries, 4S_Drink"
67304,2023-11-30 23:47:30,Branch 9,4S_Fries
67305,2023-06-20 11:12:19,Branch 2,"3S_Burger, 2S_Fries, 2S_Drink"
67306,2023-02-23 12:40:21,Branch 1,"5S_Burger, 7S_Fries, 6S_Drink"
67307,2023-06-18 04:23:59,Branch 9,"2S_Burger, 2S_Fries, 6S_Drink"
67308,2023-07-04 21:05:58,Branch 9,"7S_Burger, 5S_Fries"
67309,2023-11-22 20:14:27,Branch 7,"7S_Burger, 2S_Fries, 5S_Drink"
67310,2023-06-12 17:51:55,Branch 4,"5S_Fries, 2S_Drink"
67311,2023-03-26 05:54:18,Branch 6,"2S_Fries, 2S_Drink"
67312,2023-10-10 19:28:48,Branch 7,"6S_Burger, 2S_Fries, 2S_Drink"
67313,2023-09-23 15:22:03,Branch 4,"7S_Fries, 2S_Drink"
67314,2023-12-14 21:57:14,Branch 1,"4S_Burger, 4S_Fries, 2S_Drink"
67315,2023-04-14 19:16:48,Branch 9,"2S_Burger, 5S_Fries"
67316,2023-08-21 14:48:05,Branch 8,"4S_Burger, 7S_Fries, 5S_Drink"
67317,2023-07-22 19:09:30,Branch 9,"7S_Burger, 2S_Drink"
67318,2023-05-14 17:21:24,Branch 9,"7S_Burger, 7S_Fries, 3S_Drink"
67319,2023-11-11 15:20:10,Branch 3,"3S_Burger, 5S_Fries, 2S_Drink"
67320,2023-10-09 22:01:17,Branch 6,"4S_Burger, 3S_Fries, 1S_Drink"
67321,2023-12-15 14:04:31,Branch 4,"2S_Burger, 3S_Fries"
67322,2023-03-10 19:56:42,Branch 4,"5S_Burger, 6S_Drink"
67323,2023-03-17 13:21:57,Branch 3,"2S_Burger, 1S_Fries, 1S_Drink"
67324,2023-02-10 08:57:24,Branch 1,
67325,2023-11-01 14:03:50,Branch 5,"5S_Burger, 4S_Fries, 7S_Drink"
67326,2023-11-03 02:31:38,Branch 5,"6S_Burger, 3S_Fries, 5S_Drink"
67327,2023-06-26 07:41:31,Branch 4,"6S_Burger, 5S_Fries, 2S_Drink"
67328,2023-01-14 01:39:59,Branch 9,"6S_Fries, 1S_Drink"
67329,2023-09-06 06:59:35,Branch 6,"4S_Fries, 5S_Drink"
67330,2023-11-28 07:24:49,Branch 3,"1S_Burger, 4S_Fries, 1S_Drink"
67331,2023-03-12 15:39:42,Branch 10,"5S_Burger, 3S_Drink"
67332,2023-09-10 03:09:39,Branch 3,"2S_Burger, 3S_Drink"
67333,2023-12-16 03:56:11,Branch 7,"3S_Burger, 7S_Fries, 6S_Drink"
67334,2023-06-16 01:38:22,Branch 2,"2S_Burger, 2S_Fries, 1S_Drink"
67335,2023-01-07 00:56:09,Branch 10,"3S_Burger, 5S_Fries, 6S_Drink"
67336,2023-06-03 20:31:07,Branch 5,"3S_Burger, 4S_Fries, 5S_Drink"
67337,2023-09-13 02:37:41,Branch 1,"5S_Burger, 1S_Fries, 6S_Drink"
67338,2023-03-30 16:01:59,Branch 10,"1S_Burger, 1S_Fries, 7S_Drink"
67339,2023-09-11 20:28:52,Branch 5,"1S_Burger, 7S_Fries, 4S_Drink"
67340,2023-11-17 02:53:32,Branch 3,5S_Fries
67341,2023-01-25 00:58:19,Branch 5,"7S_Burger, 3S_Fries"
67342,2023-01-24 19:40:45,Branch 9,"2S_Burger, 3S_Fries, 6S_Drink"
67343,2023-02-07 16:36:09,Branch 5,"5S_Burger, 3S_Fries, 5S_Drink"
67344,2023-09-09 18:21:48,Branch 9,"4S_Fries, 7S_Drink"
67345,2023-09-08 07:03:29,Branch 2,"2S_Burger, 4S_Fries, 2S_Drink"
67346,2023-07-19 00:09:06,Branch 5,"3S_Burger, 3S_Fries, 2S_Drink"
67347,2023-02-01 01:41:44,Branch 2,"1S_Burger, 7S_Fries, 7S_Drink"
67348,2023-07-27 00:21:46,Branch 1,"1S_Burger, 1S_Fries, 4S_Drink"
67349,2023-03-27 05:57:58,Branch 5,"1S_Burger, 1S_Fries, 3S_Drink"
67350,2023-09-20 19:50:31,Branch 9,"4S_Burger, 6S_Fries, 7S_Drink"
67351,2023-06-25 13:13:56,Branch 6,"5S_Burger, 2S_Fries"
67352,2023-04-24 17:33:38,Branch 7,"6S_Burger, 6S_Fries, 2S_Drink"
67353,2023-05-05 23:48:55,Branch 7,"5S_Burger, 2S_Fries, 4S_Drink"
67354,2023-01-24 10:04:27,Branch 9,"2S_Burger, 4S_Fries, 5S_Drink"
67355,2023-01-08 13:15:24,Branch 3,"6S_Burger, 2S_Fries, 5S_Drink"
67356,2023-01-14 10:27:34,Branch 7,"2S_Burger, 3S_Fries, 1S_Drink"
67357,2023-09-11 15:07:22,Branch 3,"3S_Burger, 3S_Fries, 4S_Drink"
67358,2023-08-20 07:25:10,Branch 4,"6S_Burger, 2S_Fries, 6S_Drink"
67359,2023-08-01 22:26:47,Branch 8,"3S_Burger, 4S_Fries, 2S_Drink"
67360,2023-01-28 06:41:50,Branch 7,"7S_Burger, 7S_Drink"
67361,2023-04-30 21:20:48,Branch 8,"2S_Burger, 1S_Fries, 2S_Drink"
67362,2023-06-24 10:21:55,Branch 4,"1S_Burger, 5S_Fries"
67363,2023-07-16 04:49:44,Branch 3,"7S_Burger, 6S_Fries, 1S_Drink"
67364,2023-05-18 12:00:04,Branch 7,"4S_Burger, 3S_Fries, 5S_Drink"
67365,2023-08-26 14:10:30,Branch 4,"6S_Burger, 3S_Fries, 4S_Drink"
67366,2023-07-16 11:12:25,Branch 5,"2S_Burger, 2S_Fries, 6S_Drink"
67367,2023-02-01 19:56:41,Branch 8,"4S_Burger, 3S_Drink"
67368,2023-03-14 14:09:28,Branch 9,"5S_Burger, 2S_Fries, 3S_Drink"
67369,2023-12-14 15:52:46,Branch 8,"1S_Burger, 4S_Fries, 3S_Drink"
67370,2023-08-13 08:15:53,Branch 6,2S_Drink
67371,2023-11-27 02:45:11,Branch 1,"1S_Burger, 1S_Fries, 3S_Drink"
67372,2023-03-09 17:16:21,Branch 7,"1S_Burger, 5S_Fries, 4S_Drink"
67373,2023-03-11 10:12:42,Branch 4,"4S_Fries, 4S_Drink"
67374,2023-10-25 03:59:49,Branch 8,"6S_Burger, 5S_Fries, 1S_Drink"
67375,2023-11-03 17:28:23,Branch 8,"7S_Burger, 7S_Drink"
67376,2023-12-18 19:08:17,Branch 5,"6S_Burger, 7S_Fries, 4S_Drink"
67377,2023-08-04 14:38:14,Branch 1,"5S_Burger, 5S_Fries, 2S_Drink"
67378,2023-09-10 15:45:15,Branch 4,"4S_Burger, 2S_Fries, 5S_Drink"
67379,2023-06-26 05:57:26,Branch 7,"3S_Fries, 5S_Drink"
67380,2023-02-10 10:46:10,Branch 3,"2S_Burger, 4S_Fries"
67381,2023-02-25 11:40:05,Branch 5,"3S_Burger, 7S_Fries, 6S_Drink"
67382,2023-09-24 17:16:31,Branch 8,"6S_Burger, 5S_Fries, 5S_Drink"
67383,2023-01-27 11:55:22,Branch 9,"6S_Burger, 3S_Fries, 4S_Drink"
67384,2023-02-07 00:14:51,Branch 10,"2S_Burger, 4S_Fries, 5S_Drink"
67385,2023-05-11 03:42:43,Branch 7,"6S_Burger, 7S_Fries, 4S_Drink"
67386,2023-12-05 13:10:08,Branch 5,"5S_Burger, 5S_Drink"
67387,2023-03-23 23:41:25,Branch 9,"3S_Burger, 2S_Fries, 4S_Drink"
67388,2023-08-12 04:03:09,Branch 3,"5S_Fries, 3S_Drink"
67389,2023-07-19 04:15:51,Branch 10,"3S_Burger, 7S_Fries, 7S_Drink"
67390,2023-01-07 12:27:11,Branch 1,"5S_Burger, 7S_Fries, 7S_Drink"
67391,2023-07-30 09:20:14,Branch 6,"3S_Burger, 3S_Fries, 1S_Drink"
67392,2023-06-02 05:42:29,Branch 1,"2S_Burger, 5S_Fries"
67393,2023-12-01 13:16:40,Branch 8,"3S_Burger, 1S_Fries, 6S_Drink"
67394,2023-03-13 15:07:11,Branch 1,"5S_Fries, 7S_Drink"
67395,2023-11-03 09:57:33,Branch 6,"7S_Burger, 4S_Fries, 3S_Drink"
67396,2023-12-27 21:46:22,Branch 6,"5S_Burger, 1S_Drink"
67397,2023-04-04 07:56:01,Branch 9,"3S_Burger, 3S_Fries, 6S_Drink"
67398,2023-07-31 04:43:56,Branch 9,"6S_Burger, 2S_Fries, 3S_Drink"
67399,2023-04-17 19:43:17,Branch 9,"6S_Burger, 2S_Drink"
67400,2023-11-05 14:38:30,Branch 6,"5S_Burger, 4S_Fries"
67401,2023-03-12 09:29:16,Branch 4,"4S_Burger, 2S_Fries, 2S_Drink"
67402,2023-08-26 02:25:05,Branch 10,"3S_Burger, 5S_Fries, 2S_Drink"
67403,2023-04-06 10:52:29,Branch 6,"6S_Burger, 5S_Fries, 7S_Drink"
67404,2023-11-14 14:40:59,Branch 8,"7S_Burger, 1S_Fries, 3S_Drink"
67405,2023-04-03 23:32:11,Branch 7,"7S_Burger, 1S_Drink"
67406,2023-09-19 06:32:50,Branch 5,"3S_Burger, 1S_Fries, 4S_Drink"
67407,2023-07-13 01:54:57,Branch 9,"5S_Burger, 1S_Drink"
67408,2023-05-30 13:33:14,Branch 6,3S_Fries
67409,2023-06-08 20:24:20,Branch 1,"1S_Burger, 6S_Fries, 5S_Drink"
67410,2023-12-26 10:09:29,Branch 4,"5S_Fries, 4S_Drink"
67411,2023-12-03 02:24:49,Branch 4,"5S_Burger, 5S_Fries, 5S_Drink"
67412,2023-02-28 02:42:38,Branch 3,"4S_Burger, 4S_Fries, 3S_Drink"
67413,2023-06-21 04:41:39,Branch 3,"3S_Burger, 4S_Fries, 7S_Drink"
67414,2023-04-27 07:38:40,Branch 9,"3S_Burger, 5S_Fries, 3S_Drink"
67415,2023-10-25 22:39:39,Branch 3,6S_Drink
67416,2023-05-27 18:02:31,Branch 4,"4S_Burger, 4S_Fries"
67417,2023-12-26 01:38:42,Branch 2,"6S_Burger, 2S_Drink"
67418,2023-12-30 17:57:55,Branch 7,"7S_Burger, 1S_Fries, 1S_Drink"
67419,2023-08-23 07:43:09,Branch 2,"3S_Burger, 2S_Fries, 4S_Drink"
67420,2023-03-03 06:10:46,Branch 5,"5S_Burger, 4S_Fries"
67421,2023-08-14 11:14:39,Branch 4,"3S_Burger, 4S_Fries, 5S_Drink"
67422,2023-05-13 01:08:59,Branch 3,"2S_Burger, 5S_Fries, 6S_Drink"
67423,2023-11-05 03:33:17,Branch 2,"5S_Burger, 3S_Fries, 4S_Drink"
67424,2023-07-01 02:36:43,Branch 4,"5S_Burger, 5S_Fries"
67425,2023-11-13 05:57:11,Branch 7,"4S_Burger, 2S_Fries"
67426,2023-12-23 12:48:53,Branch 4,"4S_Fries, 3S_Drink"
67427,2023-02-06 11:32:48,Branch 4,"6S_Burger, 2S_Fries, 4S_Drink"
67428,2023-07-24 09:35:41,Branch 1,"5S_Burger, 5S_Fries, 3S_Drink"
67429,2023-12-21 21:29:59,Branch 8,"2S_Burger, 4S_Fries, 4S_Drink"
67430,2023-11-29 10:48:49,Branch 6,"7S_Burger, 3S_Fries"
67431,2023-12-17 17:34:35,Branch 3,"4S_Burger, 6S_Fries, 2S_Drink"
67432,2023-10-17 14:32:32,Branch 8,"6S_Burger, 1S_Fries, 5S_Drink"
67433,2023-07-19 05:56:01,Branch 10,"1S_Burger, 2S_Fries, 5S_Drink"
67434,2023-02-19 13:56:19,Branch 6,"7S_Burger, 7S_Fries, 5S_Drink"
67435,2023-07-10 15:37:53,Branch 2,"1S_Burger, 6S_Fries, 5S_Drink"
67436,2023-03-06 03:24:56,Branch 3,"6S_Fries, 5S_Drink"
67437,2023-08-10 15:03:19,Branch 6,7S_Drink
67438,2023-06-24 05:09:17,Branch 5,"6S_Burger, 5S_Fries, 3S_Drink"
67439,2023-08-19 08:33:35,Branch 3,"1S_Burger, 5S_Fries, 1S_Drink"
67440,2023-01-29 20:53:04,Branch 7,"7S_Burger, 7S_Fries, 2S_Drink"
67441,2023-11-25 09:33:50,Branch 2,"4S_Burger, 7S_Fries, 4S_Drink"
67442,2023-12-27 11:30:34,Branch 2,"2S_Burger, 1S_Fries, 1S_Drink"
67443,2023-07-23 03:04:23,Branch 4,"4S_Burger, 7S_Fries, 3S_Drink"
67444,2023-04-04 08:33:52,Branch 4,"2S_Burger, 1S_Drink"
67445,2023-12-06 06:08:11,Branch 2,"1S_Burger, 2S_Fries, 6S_Drink"
67446,2023-09-05 17:46:34,Branch 9,"7S_Burger, 3S_Fries, 5S_Drink"
67447,2023-03-09 15:22:34,Branch 9,"6S_Burger, 2S_Fries, 3S_Drink"
67448,2023-09-12 01:12:24,Branch 3,"5S_Burger, 3S_Fries, 3S_Drink"
67449,2023-11-25 21:47:00,Branch 7,"2S_Fries, 3S_Drink"
67450,2023-11-01 02:16:38,Branch 3,"7S_Burger, 5S_Fries, 3S_Drink"
67451,2023-11-03 23:39:22,Branch 9,"5S_Burger, 3S_Fries"
67452,2023-02-25 22:40:00,Branch 5,"7S_Fries, 3S_Drink"
67453,2023-05-27 00:13:41,Branch 5,"2S_Burger, 2S_Fries, 5S_Drink"
67454,2023-01-31 12:31:24,Branch 3,"1S_Burger, 5S_Fries, 5S_Drink"
67455,2023-09-22 07:16:44,Branch 5,"3S_Burger, 4S_Fries, 4S_Drink"
67456,2023-04-23 08:45:42,Branch 10,"3S_Fries, 7S_Drink"
67457,2023-10-20 17:34:33,Branch 6,"7S_Burger, 5S_Drink"
67458,2023-01-22 16:14:08,Branch 4,"2S_Burger, 5S_Drink"
67459,2023-05-29 12:47:23,Branch 4,"7S_Burger, 3S_Fries, 2S_Drink"
67460,2023-03-29 20:33:46,Branch 2,"7S_Burger, 7S_Fries, 3S_Drink"
67461,2023-09-15 20:46:37,Branch 9,"3S_Burger, 5S_Fries, 4S_Drink"
67462,2023-04-25 22:07:18,Branch 8,"4S_Burger, 1S_Fries, 2S_Drink"
67463,2023-09-13 20:49:45,Branch 1,"4S_Burger, 7S_Fries, 4S_Drink"
67464,2023-06-04 19:43:59,Branch 1,"1S_Burger, 3S_Fries, 3S_Drink"
67465,2023-12-13 05:58:09,Branch 1,"1S_Fries, 5S_Drink"
67466,2023-08-27 08:09:26,Branch 4,"7S_Burger, 4S_Fries, 7S_Drink"
67467,2023-07-30 15:00:36,Branch 1,"7S_Burger, 3S_Fries, 4S_Drink"
67468,2023-05-15 20:12:41,Branch 9,"3S_Burger, 2S_Fries, 7S_Drink"
67469,2023-07-19 01:00:32,Branch 2,"1S_Burger, 4S_Fries, 5S_Drink"
67470,2023-07-13 23:51:25,Branch 1,"2S_Burger, 4S_Fries, 1S_Drink"
67471,2023-12-14 00:40:43,Branch 10,"5S_Burger, 5S_Fries"
67472,2023-08-06 19:15:09,Branch 2,"1S_Burger, 3S_Drink"
67473,2023-11-27 12:44:43,Branch 4,"5S_Burger, 1S_Drink"
67474,2023-02-07 18:14:52,Branch 1,"7S_Burger, 5S_Fries, 6S_Drink"
67475,2023-08-19 07:07:22,Branch 9,"4S_Burger, 1S_Fries, 6S_Drink"
67476,2023-02-24 14:39:34,Branch 9,"3S_Burger, 3S_Fries, 1S_Drink"
67477,2023-10-19 19:55:25,Branch 3,"4S_Burger, 3S_Fries, 2S_Drink"
67478,2023-10-26 02:21:48,Branch 6,"2S_Fries, 1S_Drink"
67479,2023-08-01 01:36:48,Branch 8,"1S_Burger, 6S_Fries, 3S_Drink"
67480,2023-09-19 01:48:33,Branch 8,"3S_Burger, 5S_Fries, 4S_Drink"
67481,2023-05-31 23:06:13,Branch 1,"2S_Burger, 2S_Fries, 6S_Drink"
67482,2023-08-20 16:15:26,Branch 8,"1S_Burger, 3S_Fries, 2S_Drink"
67483,2023-11-17 00:56:22,Branch 8,"6S_Burger, 4S_Drink"
67484,2023-01-08 01:17:09,Branch 5,"6S_Burger, 1S_Fries, 2S_Drink"
67485,2023-09-05 19:36:36,Branch 4,"4S_Burger, 3S_Fries, 1S_Drink"
67486,2023-07-30 18:18:12,Branch 4,"2S_Burger, 2S_Fries, 6S_Drink"
67487,2023-08-19 22:45:41,Branch 6,"2S_Burger, 2S_Fries, 2S_Drink"
67488,2023-12-17 16:55:07,Branch 1,"7S_Burger, 5S_Fries, 3S_Drink"
67489,2023-08-27 04:22:11,Branch 6,"7S_Burger, 1S_Drink"
67490,2023-12-02 22:29:23,Branch 3,"4S_Burger, 2S_Fries, 6S_Drink"
67491,2023-07-05 21:54:42,Branch 8,"3S_Burger, 4S_Fries, 2S_Drink"
67492,2023-06-22 21:31:59,Branch 3,"6S_Burger, 2S_Fries, 3S_Drink"
67493,2023-08-13 11:19:26,Branch 10,"7S_Burger, 1S_Fries, 4S_Drink"
67494,2023-04-07 06:36:32,Branch 4,"7S_Burger, 7S_Fries, 5S_Drink"
67495,2023-07-27 19:09:59,Branch 8,"2S_Burger, 7S_Fries, 6S_Drink"
67496,2023-08-12 02:47:27,Branch 8,"7S_Burger, 6S_Fries, 3S_Drink"
67497,2023-12-02 11:34:04,Branch 4,"7S_Burger, 6S_Fries, 1S_Drink"
67498,2023-07-11 18:44:53,Branch 3,"2S_Burger, 5S_Fries, 1S_Drink"
67499,2023-06-08 03:08:11,Branch 10,"7S_Burger, 7S_Fries, 3S_Drink"
67500,2023-12-17 08:34:21,Branch 2,"2S_Burger, 7S_Fries"
67501,2023-12-21 22:45:28,Branch 10,"1S_Burger, 1S_Fries, 1S_Drink"
67502,2023-04-07 12:02:44,Branch 4,"4S_Burger, 5S_Fries, 3S_Drink"
67503,2023-02-14 05:44:36,Branch 4,"1S_Burger, 6S_Fries, 2S_Drink"
67504,2023-09-18 16:38:05,Branch 1,"3S_Burger, 3S_Drink"
67505,2023-01-21 13:23:16,Branch 2,"7S_Burger, 3S_Fries, 5S_Drink"
67506,2023-02-08 05:15:33,Branch 6,"6S_Burger, 2S_Fries"
67507,2023-12-20 12:41:35,Branch 4,"6S_Burger, 1S_Fries, 7S_Drink"
67508,2023-02-26 22:02:31,Branch 10,"5S_Burger, 1S_Fries, 6S_Drink"
67509,2023-05-01 12:38:18,Branch 8,"5S_Burger, 4S_Drink"
67510,2023-03-27 21:42:32,Branch 4,"3S_Burger, 4S_Fries, 2S_Drink"
67511,2023-01-29 13:01:14,Branch 2,"4S_Burger, 2S_Fries"
67512,2023-06-05 12:54:21,Branch 4,
67513,2023-06-19 03:42:55,Branch 8,"4S_Burger, 1S_Fries, 3S_Drink"
67514,2023-01-03 02:42:59,Branch 5,"2S_Burger, 1S_Fries, 5S_Drink"
67515,2023-01-14 06:52:46,Branch 4,"3S_Burger, 4S_Fries, 4S_Drink"
67516,2023-10-22 20:42:19,Branch 1,"6S_Burger, 4S_Fries, 4S_Drink"
